行政區,土地面積,建物總面積,屋齡,樓層,總樓層,用途,房數,廳數,衛數,電梯,車位類別,交易日期,總價,經度,緯度
北區,15.21,140.14,0.632456519,12,15,商,2,2,2,1,坡道平面,2019/7/19,13860000,120.67121499999999,24.171958
西屯區,10.16,157.89,0.11225418699999999,18,27,商,3,2,2,1,坡道平面,2017/7/4,14300000,120.624073,24.15521
西區,12.88,90.02,33.60780851,3,7,住,3,1,1,1,無,2017/1/14,3300000,120.67342099999999,24.152104
西屯區,43.32,291.28,3.734505158,14,14,住,3,2,2,1,坡道平面,2019/8/13,27100000,120.626392,24.184798999999998
西屯區,15.95,119.4,24.8519819,7,8,住,3,2,2,1,坡道機械,2019/12/26,6800000,120.635733,24.173756
北屯區,23.48,98.36,34.65642689,4,5,住,3,1,2,0,無,2020/3/7,4450000,120.693068,24.166948
中區,9.17,88.15,37.42445088,11,11,住,1,0,1,1,無,2019/6/4,3400000,120.679014,24.146719
大里區,12.48,85.88,10.99817245,10,13,住,2,2,2,1,無,2017/1/10,3800000,120.69221100000001,24.086872
北屯區,22.75,323.33,3.37583934,9,21,住,4,2,3,1,坡道平面,2017/1/25,18880000,120.670721,24.198722
北屯區,11.13,78.06,8.035757066,7,12,住,1,1,1,1,坡道平面,2018/12/16,5700000,120.714947,24.181047
北屯區,42.94,218.21,27.5077517,5,7,住,4,2,2,1,升降機械,2019/3/1,7800000,120.69495900000001,24.185238000000002
西屯區,6.95,58.18,25.59121679,3,12,住,1,0,1,1,無,2020/3/22,3500000,120.64299999999999,24.177564
南屯區,15.07,114.03,6.223262627,4,12,住,2,1,1,1,坡道平面,2017/7/18,6500000,120.616781,24.151819
西屯區,15.36,109.39,29.95817847,3,9,住,3,2,2,1,無,2019/3/28,5400000,120.66070900000001,24.168326
北區,26.44,188.49,3.471666085,10,15,住,2,2,2,1,坡道平面,2017/6/9,13000000,120.66928999999999,24.157657999999998
南屯區,11.91,83.12,12.13987967,9,12,住,2,2,1,1,無,2019/3/31,5380000,120.613046,24.149114
中區,18.36,147.16,2.058906069,8,12,商,2,2,1,1,坡道平面,2017/10/16,9200000,120.67783999999999,24.146457
南屯區,20.94,219.5,12.59437223,2,14,住,4,2,2,1,坡道平面,2017/10/21,15800000,120.63348899999998,24.153454
西屯區,42.38,233.09,0.952791638,14,21,住,3,2,2,1,坡道平面,2018/6/12,19300000,120.62793799999999,24.1837
南區,11.46,116.56,16.03044553,7,13,住,3,2,2,1,坡道機械,2018/5/31,6150000,120.65379899999999,24.122007999999997
南屯區,17.15,107.59,23.71575049,5,7,住,3,2,2,1,坡道機械,2018/1/1,4750000,120.61314499999999,24.151999
大里區,15.8,99.61,20.00041069,5,10,住,3,2,1,1,無,2018/12/21,4750000,120.695168,24.082182999999997
北屯區,22.87,144.55,4.753006564,9,14,住,3,2,2,1,坡道機械,2020/1/16,7950000,120.719398,24.162295999999998
北區,22.9,152.97,20.87654093,5,12,住,3,2,2,1,坡道平面,2020/5/9,9500000,120.67508899999999,24.166065
南區,20.51,180.84,0.114992094,8,22,住,3,2,2,1,坡道平面,2016/10/25,11360000,120.655758,24.115095
西屯區,4.89,31.9,20.72321814,3,8,住,1,1,1,1,無,2017/7/23,1750000,120.66513300000001,24.166623
北屯區,9.21,106.36,23.70753677,8,16,住,3,2,2,1,無,2017/6/9,5300000,120.665049,24.18719
北屯區,21.21,147.36,3.479879806,6,14,住,3,2,2,1,坡道平面,2019/6/21,7500000,120.740504,24.161138
西屯區,9.23,146.52,0.944577917,7,27,商,3,2,2,1,坡道平面,2018/5/4,12970000,120.624073,24.15521
西區,5.27,35.57,23.23661677,9,9,住,1,0,1,1,無,2020/6/5,2100000,120.660674,24.134152
西區,27.3,179.31,28.97800776,7,15,住,3,2,2,1,坡道平面,2018/9/12,10890000,120.66643400000001,24.143127
西區,3.83,37.74,24.66580423,4,13,住,1,1,1,1,無,2019/5/25,2050000,120.662471,24.146885
南區,15.81,123.77,21.62398954,8,12,住,3,2,1,1,無,2017/2/18,1026305,120.66598799999998,24.11618
北區,17.34,88.54,32.57561757,2,5,住,2,2,1,0,無,2017/12/20,3900000,120.674507,24.170309
北屯區,9.99,111.52,3.885090043,18,22,住,2,2,2,1,坡道機械,2017/6/13,8680000,120.697477,24.171067999999998
北屯區,19.32,212.98,2.518874446,8,15,住,4,2,2,1,坡道平面,2017/10/5,13800000,120.68567,24.196404
南屯區,10.43,108.12,-1.237533967,12,13,住,1,2,1,1,坡道平面,2018/9/2,5680000,120.60897,24.135172
南區,8.62,111.17,25.17231702,12,12,住,3,2,2,1,無,2018/7/15,4300000,120.68382,24.11895
大里區,16.47,214.79,5.136313545,1,15,商,4,2,3,1,坡道平面,2019/7/3,11500000,120.67516,24.112138
北屯區,34.3,201.83,14.97635133,2,11,住,4,2,2,1,坡道平面,2020/4/26,10800000,120.68874299999999,24.165267999999998
南區,22.34,206.06,0.876130242,5,15,住,3,2,2,1,坡道平面,2017/10/28,13750000,120.65803799999999,24.109051
南屯區,14.35,133.32,24.56997748,8,16,住,3,2,2,1,坡道機械,2018/11/27,8550000,120.647028,24.138041
北屯區,25.64,82.81,38.50044833,4,5,住,3,2,1,0,無,2018/3/27,3400000,120.704545,24.169929999999997
北區,22.4,89.05,34.44560805,1,5,住,4,2,2,0,無,2019/11/7,5800000,120.674672,24.171112
北屯區,22.04,173.8,1.453828621,11,15,住,3,2,2,1,坡道平面,2019/5/8,10200000,120.727425,24.160373999999997
北屯區,21.39,164.64,0.94184001,5,14,住,3,2,2,1,坡道平面,2017/7/22,8500000,120.706928,24.167439
北區,21.89,67.03,37.57229786,5,5,住,3,2,2,0,無,2018/9/20,4820000,120.68388799999998,24.161208
大雅區,34.82,207.15,3.48535562,6,19,住,4,2,2,1,坡道平面,2019/12/8,15000000,120.646976,24.228707
南屯區,71.27,262.21,1.459304435,4,7,住,2,2,2,1,坡道平面,2019/11/12,10869243,120.609039,24.145955999999998
東區,29.73,169.02,0.911723033,9,13,住,3,2,2,1,坡道平面,2017/2/14,8600000,120.69896100000001,24.127845999999998
北區,12.09,110.16,20.24682232,5,13,住,3,2,1,1,坡道機械,2019/4/19,6200000,120.68498500000001,24.168233999999998
東區,5.27,31.18,24.63842516,5,8,住,1,1,1,1,無,2019/12/30,1400000,120.68969399999999,24.146232
南屯區,20.28,110.74,0.19165349,10,12,住,2,2,1,1,坡道平面,2020/1/23,10850000,120.65221899999999,24.144079
南屯區,12.69,134.27,24.37558608,11,13,住,3,2,2,1,坡道平面,2019/4/14,7750000,120.63348899999998,24.153454
西屯區,13.15,110.57,4.156142837,12,12,住,2,1,2,1,坡道機械,2020/2/17,10600000,120.648218,24.170621
西屯區,11.6,123.46,0.7118558220000001,19,22,商,2,2,1,1,坡道平面,2018/4/17,11200000,120.63491,24.176417999999998
大雅區,15.5,53.65,37.58598739,4,5,住,3,2,1,0,無,2018/8/1,2400000,120.655201,24.224525
東區,13.82,112.43,14.07010411,5,10,商,3,2,1,1,坡道平面,2019/1/8,4500000,120.710894,24.142889999999998
太平區,61.92,193.5,6.746202865,5,5,住,8,0,8,1,無,2020/3/20,12605000,120.712952,24.158079
南屯區,11.77,166.82,25.27361958,7,24,住,3,2,2,1,坡道平面,2019/12/12,10000000,120.62730900000001,24.149909
北區,7.08,31.03,26.15522564,3,5,住,1,1,1,1,無,2018/12/18,1380000,120.66813,24.155754
西區,18.8,197.28,23.41731863,5,20,住,4,2,2,1,坡道平面,2018/6/24,9060000,120.65613300000001,24.14423
西屯區,31.66,294.01,5.3170154080000005,2,11,住,4,2,2,1,坡道平面,2017/5/11,14300000,120.593303,24.182435
西區,6.52,59.25,21.85944954,4,14,住,1,1,1,1,無,2020/3/16,3800000,120.66151299999999,24.153773
北屯區,14.96,144.95,6.724299609,6,12,住,3,2,2,1,坡道平面,2017/6/18,9700000,120.686004,24.195103
西區,26.68,81.78,34.15812782,5,5,住,3,2,2,0,無,2017/8/19,5100000,120.6675,24.148139
西屯區,22.63,200.15,29.15323381,8,8,住,6,1,6,1,無,2019/12/17,9200000,120.64862099999999,24.171506
南屯區,31.57,212.12,4.134239581,13,14,住,3,2,2,1,坡道平面,2020/2/11,14500000,120.629426,24.113052
北屯區,27.51,186.11,3.386790968,5,16,住,3,1,2,1,無,2019/1/14,11260000,120.70312,24.186776000000002
北區,14.24,135.42,13.41300643,4,15,住,3,2,2,1,坡道平面,2018/7/2,8000000,120.67035,24.16261
西區,27.8,99.6,37.57229786,2,5,住,3,2,1,0,無,2018/5/4,5380000,120.667869,24.148509
西區,6.34,74.16,38.90565857,11,11,住,3,1,2,1,無,2016/11/23,2000000,120.65138799999998,24.146567
南區,17.68,168.62,6.464198443,11,15,住,0,0,0,1,坡道平面,2017/7/15,9360000,120.661309,24.109164
沙鹿區,26.71,156.19,0.25462535199999997,7,10,商,3,2,2,1,坡道平面,2020/3/12,7680000,120.567477,24.224027
北區,4.18,52.82,24.49605399,10,18,住,1,0,1,1,無,2018/8/7,2350000,120.67511699999999,24.163264
南屯區,26.99,201.06,1.141707222,14,20,住,3,2,2,1,坡道平面,2019/8/16,19300000,120.62238400000001,24.150631
北屯區,8.02,101.65,21.72255419,12,25,住,2,2,1,1,無,2020/1/6,5500000,120.68699299999999,24.176071
南屯區,13.96,144.25,11.97286734,6,13,住,3,2,2,1,坡道平面,2017/2/5,10600000,120.647375,24.155448
南屯區,10.43,106.97,3.438811201,5,14,住,2,1,1,1,坡道機械,2017/3/26,6930000,120.61816200000001,24.158269
北屯區,15.64,167.32,1.911059091,13,14,商,3,2,2,1,坡道平面,2017/7/11,10160000,120.720325,24.175056
西屯區,21.58,131.87,26.67269006,3,6,住,3,2,2,1,無,2019/11/25,1769208,120.65730900000001,24.166934
西屯區,13.55,137.51,14.25080597,5,14,住,3,2,2,1,坡道機械,2018/3/26,11400000,120.65255900000001,24.173977999999998
南屯區,16.31,133.92,22.74379351,2,13,住,3,2,2,1,坡道機械,2017/11/18,7300000,120.634525,24.159464
西屯區,4.07,30.53,24.31261422,8,13,住,1,0,1,1,無,2019/6/14,1660000,120.65614599999999,24.196041
北屯區,10.61,73.68,3.45797655,11,14,住,3,2,2,1,坡道平面,2019/6/13,3500000,120.740504,24.161138
中區,5.35,33.56,41.29585139,12,12,住,1,1,1,1,無,2019/6/22,1500000,120.685874,24.1396
西屯區,17.6,125.35,4.156142837,3,12,住,3,2,2,1,坡道平面,2018/8/30,8680000,120.665411,24.175141
南區,23.05,153.47,0.43532721399999996,2,12,住,3,2,2,1,坡道平面,2019/8/31,8620000,120.651338,24.107638
南區,9.83,143.02,13.478716199999997,6,18,商,4,2,2,1,坡道平面,2018/6/17,9080000,120.68382,24.11895
東區,10.44,89.49,24.99161516,6,13,住,3,1,2,1,坡道機械,2019/6/29,3980000,120.71123,24.144576999999998
西屯區,19.39,304.65,10.48070802,6,28,商,4,2,3,1,坡道平面,2019/9/1,30000000,120.630241,24.163056
清水區,14.61,160.08,-0.8706544279999999,4,15,商,3,2,2,1,坡道平面,2019/2/26,5750000,120.54201599999999,24.268656
南屯區,45.3,313.23,0.936364196,16,20,住,3,2,2,1,坡道平面,2020/1/22,29100000,120.64143700000001,24.12797
北區,48.0,194.56,30.18816266,4,5,住,10,0,10,0,無,2019/3/10,12500000,120.683802,24.162693
西屯區,5.34,92.14,9.941340342,18,26,住,1,1,1,1,坡道機械,2019/12/22,6330000,120.610708,24.18569
北區,20.41,207.66,7.203433335,4,12,住,3,2,2,1,坡道平面,2016/9/20,12880000,120.693679,24.161505
西區,24.75,150.4,23.55695189,5,7,商,5,0,5,1,無,2018/4/13,6800000,120.67005,24.154325
大肚區,29.96,94.65,0.095826745,6,7,住,3,1,1,1,升降機械,2020/5/13,4750000,120.545529,24.157011999999998
北屯區,30.75,73.0,14.46710062,1,4,住,1,1,1,0,無,2018/8/7,4000000,120.684293,24.174205
西區,22.28,131.49,25.85679377,7,7,住,3,1,2,1,升降機械,2018/3/9,7680000,120.65511799999999,24.143235
潭子區,9.54,90.95,26.69185541,13,13,住,2,1,1,1,坡道機械,2020/1/19,4920000,120.69903300000001,24.193726
西屯區,13.79,159.93,13.91951922,11,14,住,3,2,2,1,坡道平面,2019/5/4,13000000,120.643557,24.178058
西屯區,13.29,202.38,8.252051718999999,18,21,住,3,2,2,1,坡道平面,2016/10/24,22500000,120.638116,24.166342999999998
西區,8.08,34.95,24.75341725,2,5,住,1,1,1,1,無,2016/11/20,1050000,120.67114009999999,24.14121281
南區,20.91,181.52,0.9637432659999999,15,20,住,3,2,2,1,坡道平面,2017/10/19,12380000,120.651338,24.107638
南區,40.85,120.02,35.36828272,5,5,住,4,2,2,0,無,2017/3/4,3450000,120.671116,24.123051
南屯區,47.59,354.53,-1.760474205,7,30,住,4,2,3,1,坡道平面,2017/9/20,53890000,120.644043,24.147876999999998
西區,25.73,99.84,40.20342649,6,7,住,2,1,1,1,無,2017/7/16,4420000,120.667728,24.147183
北屯區,15.14,137.38,25.30647447,9,9,住,3,2,2,1,無,2019/6/24,7500000,120.69345600000001,24.18263
北屯區,23.3,214.57,3.501783062,6,15,住,4,2,2,1,坡道平面,2016/10/16,13900000,120.683053,24.181235
南屯區,30.78,142.62,1.779639555,6,11,住,3,2,2,1,坡道平面,2020/5/4,11570000,120.627645,24.141148
西屯區,29.58,290.71,0.8295858229999999,6,22,住,4,2,2,1,坡道平面,2020/4/25,24100000,120.649111,24.168958
西屯區,6.14,34.76,22.10312327,4,13,住,1,0,1,1,無,2016/10/15,1157200,120.607243,24.185154
南屯區,29.31,177.66,0.599601635,9,14,住,3,2,2,1,坡道平面,2017/4/9,10800000,120.612804,24.153545
南區,22.32,149.55,0.057496047,3,12,住,3,2,2,1,坡道平面,2019/4/15,8610000,120.651338,24.107638
西屯區,12.69,123.62,10.393094999999999,2,22,住,3,2,2,1,無,2019/4/20,8700000,120.609973,24.192242
西屯區,7.37,40.06,25.85953168,4,6,住,1,0,1,1,無,2017/7/12,1530000,120.653251,24.164921
西屯區,16.45,175.41,3.323819106,3,21,住,3,2,2,1,坡道平面,2018/3/17,10720000,120.608007,24.190404
西區,25.31,75.25,36.87139366,1,5,住,2,1,2,0,無,2020/5/6,1600000,120.66593300000001,24.148164
豐原區,16.42,130.77,0.75018652,11,15,住,2,2,2,1,坡道平面,2020/5/18,8100000,120.728361,24.256792
南屯區,31.26,198.08,0.114992094,11,15,住,3,2,2,1,坡道平面,2016/10/7,14180000,120.584166,24.167175
西區,5.66,49.43,29.4598794,10,12,住,1,1,1,1,無,2018/10/30,2700000,120.657572,24.14415
西屯區,10.3,160.36,0.11225418699999999,20,27,商,3,2,2,1,坡道平面,2017/7/4,14630000,120.624073,24.15521
西屯區,43.2,82.61,37.17256343,2,5,住,3,2,2,0,無,2016/11/8,4500000,120.657673,24.163878
北屯區,16.72,145.99,17.45415717,13,16,住,3,1,2,1,坡道機械,2017/11/29,8230000,120.69495900000001,24.185238000000002
大里區,13.3,112.84,23.15447956,7,14,住,3,2,2,1,坡道機械,2016/11/10,3570000,120.69276,24.092651999999998
西區,13.41,142.53,25.40777702,7,14,住,3,2,2,1,坡道機械,2020/3/15,8160000,,
南屯區,7.99,118.43,23.71027468,11,15,住,3,2,2,1,坡道機械,2018/6/27,6950000,120.651008,24.157204999999998
北屯區,37.03,219.25,1.281340479,3,15,住,4,2,3,1,坡道平面,2019/1/29,13300000,120.724033,24.164923
大里區,20.4,194.16,0.416161865,16,23,商,3,2,2,1,坡道平面,2019/4/7,11000000,120.68078600000001,24.097648
北屯區,20.23,174.64,1.481207691,7,14,住,3,2,2,1,坡道平面,2017/11/25,8250000,120.710393,24.161037
南屯區,19.18,145.84,22.13050234,7,9,住,2,2,2,1,升降平面,2018/12/27,7500000,120.642798,24.152225
北屯區,24.07,220.77,1.889155835,12,15,商,4,2,2,1,坡道平面,2018/7/13,13380000,120.717522,24.172619
北屯區,23.15,90.09,33.76934502,4,5,住,3,2,2,0,無,2018/1/23,3500000,120.68501200000001,24.170762
北區,17.1,107.55,25.92250354,3,8,住,3,1,2,1,坡道機械,2020/1/6,6200000,120.676755,24.169454
南屯區,23.84,241.16,3.039076778,20,21,住,2,2,2,1,坡道平面,2019/12/30,23500000,120.64645,24.148683
西屯區,15.97,126.77,23.85264584,8,15,住,4,2,2,1,無,2017/10/6,6450000,120.61928799999998,24.187023
北屯區,33.94,185.27,1.1198039659999999,8,14,住,3,2,2,1,坡道平面,2017/6/15,14050000,120.68207,24.192314
南區,22.71,117.6,25.74727749,3,6,住,6,0,6,1,無,2016/10/31,6200000,120.674425,24.12862
北屯區,22.04,204.2,1.949389789,12,15,商,3,2,2,1,坡道平面,2018/8/4,12500000,120.717522,24.172619
西屯區,6.49,44.78,20.79714163,6,8,住,1,0,1,1,無,2017/4/26,2050000,120.640129,24.172013
東區,34.54,160.2,16.89562414,10,16,住,3,2,2,1,無,2017/7/8,6560000,120.687946,24.145617
南屯區,22.38,185.25,2.798140961,16,17,住,3,2,2,1,坡道平面,2018/3/5,11880000,120.60746499999999,24.14677
北屯區,20.23,174.64,2.746120728,10,14,住,3,2,2,1,坡道平面,2019/3/2,10200000,120.710393,24.161037
北屯區,16.5,107.98,4.955611683,2,12,住,2,2,1,1,坡道機械,2020/2/18,6300000,120.72697099999999,24.163985999999998
南屯區,33.98,150.61,0.45996837700000004,2,12,住,3,2,2,1,坡道平面,2017/11/22,9000000,120.64274950000001,24.13813039
北屯區,17.69,133.0,27.01766634,4,7,住,3,2,2,1,升降機械,2019/8/24,5600000,120.67128000000001,24.178379
西屯區,10.3,160.25,1.420973737,9,27,商,3,2,2,1,坡道平面,2018/10/25,16880000,120.624073,24.15521
西區,10.63,78.02,29.698077299999998,5,7,住,5,2,2,1,升降機械,2020/2/24,3600000,120.666949,24.143142
西屯區,21.57,93.84,34.59619294,5,5,住,4,0,4,0,無,2020/2/4,5000000,120.665951,24.173625
南屯區,18.84,139.7,12.41367037,5,10,住,3,2,2,1,坡道機械,2019/10/15,13000000,120.62730900000001,24.149909
大里區,26.51,192.19,0.8788681490000001,12,15,住,3,1,2,1,坡道平面,2019/5/13,14450000,120.67541399999999,24.102843
南區,5.84,133.22,12.98589293,15,32,住,3,2,1,1,坡道平面,2019/6/17,5000000,120.654048,24.121731
西區,50.41,478.61,9.429351732,8,14,住,3,1,2,1,坡道平面,2018/12/24,48000000,120.65756299999998,24.14892
東區,26.94,182.22,1.459304435,4,12,住,3,2,2,1,坡道平面,2017/1/18,8120000,120.70835500000001,24.135448999999998
北屯區,3.33,51.67,23.14079002,20,24,住,1,1,1,1,無,2018/8/16,2430000,120.692967,24.170967
北屯區,33.91,187.92,0.56674675,3,11,住,3,2,2,1,坡道平面,2017/12/5,13700000,120.669524,24.193673
西區,21.11,232.08,3.373101433,4,18,商,3,2,2,1,坡道機械,2017/9/21,19750000,120.657122,24.157122
大里區,20.94,73.08,40.30746696,3,5,住,3,2,1,0,無,2020/2/1,3100000,120.68843600000001,24.123957
北區,8.56,89.95,1.026715128,5,15,商,1,0,1,1,坡道平面,2019/12/10,7700000,120.67093600000001,24.172857999999998
北區,18.45,107.11,22.92997118,1,8,住,3,2,2,1,無,2016/11/18,5270000,120.674989,24.170338
西區,7.74,62.51,23.51862119,3,12,住,1,0,1,1,無,2017/12/31,3000000,120.65348600000002,24.153458999999998
北區,19.65,149.85,18.89703416,12,14,住,3,2,2,1,無,2019/5/29,6600000,120.68523799999998,24.154128
西屯區,20.04,181.73,22.55487792,3,13,住,4,2,2,1,坡道平面,2017/1/25,12150000,120.65589299999999,24.158595000000002
北區,3.6,44.57,28.30722055,10,15,住,1,1,1,1,無,2018/2/22,2200000,120.66811000000001,24.172632
北區,3.23,46.22,26.6891175,14,16,住,1,1,1,1,無,2018/2/12,1700000,120.693679,24.161505
北區,22.58,265.01,3.531900039,17,20,商,4,2,2,1,坡道平面,2019/8/4,18600000,120.693487,24.15755
北屯區,17.24,191.37,6.425867745,14,20,住,4,2,2,1,坡道機械,2019/8/2,13180000,120.682419,24.179154999999998
北屯區,11.86,117.06,9.254125684,10,15,住,2,1,1,1,坡道平面,2017/10/22,6240000,120.71141100000001,24.177517
北屯區,10.0,134.61,0.09856465199999999,7,28,商,2,2,1,1,坡道平面,2017/5/26,7570000,120.697477,24.171067999999998
西區,5.49,81.18,22.9381849,10,19,住,2,1,1,1,坡道機械,2017/12/21,3400000,120.667952,24.129922
北區,19.13,85.34,35.57910156,4,5,住,3,2,1,0,無,2019/3/16,2700000,120.66756399999998,24.167369
南屯區,22.6,159.61,7.72089776,11,12,住,3,2,2,1,坡道平面,2019/1/16,9720000,120.616781,24.151819
南區,5.38,59.11,23.82800468,9,12,住,2,2,1,1,無,2017/12/2,2600000,120.67005,24.126504
豐原區,34.55,160.32,-2.4641163059999998,7,12,住,3,2,2,1,坡道平面,2017/7/10,7800000,120.74491599999999,24.264607
北區,33.65,362.45,37.22184576,2,11,商,17,0,17,1,無,2019/3/20,16450000,120.691126,24.159229
東區,37.3,213.99,0.837799544,12,14,住,4,2,3,1,坡道平面,2017/11/18,11050000,120.69896100000001,24.127845999999998
北屯區,18.67,143.21,24.60830818,2,13,住,3,2,2,1,無,2017/4/18,4800000,120.696476,24.186101999999998
中區,1.7,34.28,27.16825123,9,12,住,1,0,1,1,無,2017/6/16,1600000,120.68341299999999,24.140554
西屯區,51.2,245.4,11.28839059,1,14,住,5,3,2,1,坡道平面,2016/10/17,3898056,120.6497,24.178298
西屯區,9.84,119.78,8.687378933,15,24,住,2,2,1,1,坡道平面,2019/7/28,9250000,120.609973,24.192242
西屯區,10.16,155.42,0.11225418699999999,3,27,商,3,2,2,1,坡道平面,2017/7/4,12080000,120.624073,24.15521
南區,8.99,89.24,12.736743400000002,8,12,商,2,2,1,1,坡道平面,2018/9/14,4600000,120.65846,24.117892
北屯區,21.74,190.15,3.5620170160000004,6,15,住,3,2,2,1,坡道平面,2018/11/4,11200000,120.713798,24.166103
北屯區,27.82,227.45,-1.190989548,3,15,住,4,2,2,1,坡道平面,2018/9/13,16120000,120.688534,24.195242
南區,27.23,160.22,3.7399809719999997,10,14,住,3,2,2,1,坡道平面,2019/4/27,12600000,120.666946,24.127531
西區,2.93,33.66,24.849244,12,14,住,1,1,1,1,無,2020/4/12,3150000,120.655281,24.146878
西屯區,27.46,199.16,24.87662307,9,20,住,4,2,2,1,坡道平面,2019/10/17,8680000,120.605731,24.188848999999998
西區,20.12,131.78,25.64049912,3,15,住,2,2,2,1,無,2019/5/1,4750000,120.666679,24.129994
南屯區,22.31,139.22,2.001410022,2,10,住,3,2,2,1,坡道平面,2020/4/13,12150000,120.628206,24.141995
南區,15.3,136.57,21.12569047,2,14,住,3,2,2,1,坡道平面,2018/5/12,6660000,120.67030600000001,24.111283
清水區,15.89,170.94,-0.544843494,2,15,商,3,2,2,1,坡道平面,2019/6/25,6250000,120.54211200000002,24.268613000000002
太平區,16.92,161.11,2.647556076,3,15,住,3,2,2,1,坡道平面,2020/5/24,9200000,120.714522,24.159635
北屯區,29.72,171.48,29.227157300000002,6,7,住,3,2,2,1,坡道平面,2020/2/19,6274000,120.69959399999999,24.166035
北屯區,28.56,159.72,2.9076572410000003,14,15,住,3,2,2,1,坡道平面,2018/9/26,12280000,120.69467399999999,24.185108
北區,4.81,70.37,7.2718810110000005,11,18,住,1,1,1,1,無,2016/11/12,5700000,120.68106,24.162748
南屯區,30.98,115.76,32.34563338,4,4,住,3,2,2,0,無,2020/2/6,6780000,120.64858799999999,24.144779999999997
南屯區,9.79,62.31,25.69525726,2,16,住,1,1,1,1,無,2018/9/23,2850000,120.64101699999999,24.143376999999997
大里區,19.06,153.92,2.5298260740000003,1,15,商,0,1,2,1,坡道平面,2019/9/17,10000000,120.692194,24.085201
大里區,23.65,82.9,-1.9795067659999999,2,9,住,2,1,1,1,坡道機械,2018/4/4,6250000,120.681137,24.116091
北屯區,16.95,91.47,-2.1410432790000002,10,15,住,2,1,1,1,坡道機械,2018/2/6,6130000,120.704448,24.17161
北區,5.45,30.13,22.55761583,4,7,住,1,0,1,1,無,2019/3/21,1500000,120.67738500000002,24.171278
東區,11.09,74.13,7.137723567,5,10,商,2,1,1,1,無,2020/3/27,4400000,120.701894,24.13446
西屯區,3.31,24.73,25.99916494,9,12,住,1,0,1,1,無,2019/10/14,1550000,120.641954,24.176541
南區,7.33,76.29,19.96481789,10,14,住,2,2,1,1,無,2020/5/5,5070000,120.654574,24.118739
西屯區,21.11,221.19,11.71002827,4,14,住,4,2,2,1,坡道平面,2018/6/19,16700000,120.645349,24.171213
南區,15.56,135.03,15.71011041,12,14,住,3,2,2,1,坡道平面,2017/4/26,3770000,120.650668,24.108713
大里區,18.28,160.88,0.418899772,7,23,商,3,2,2,1,坡道平面,2019/4/8,9620000,120.68078600000001,24.097648
南屯區,5.35,46.11,27.24765053,4,12,住,1,0,1,1,無,2019/3/6,2080000,120.652266,24.138331
南屯區,21.36,134.14,0.240935817,9,10,住,3,2,2,1,坡道平面,2018/7/10,10980000,120.628477,24.150848999999997
南屯區,11.31,155.52,22.39334141,14,24,住,3,2,2,1,坡道平面,2016/12/11,9250000,120.645121,24.147876999999998
西屯區,21.07,301.63,6.3765854189999995,15,26,住,3,2,3,1,坡道平面,2017/3/7,28600000,120.634606,24.172937
大里區,16.53,116.91,25.24624051,4,12,住,3,2,2,1,坡道機械,2020/2/6,4580000,120.69281200000002,24.085653
西屯區,17.14,159.36,18.49182393,8,14,住,3,2,2,1,坡道平面,2017/5/1,11000000,120.651495,24.173999
北屯區,27.35,273.53,5.108934475,17,24,住,4,2,2,1,坡道平面,2018/8/14,19000000,120.697477,24.171067999999998
北區,8.76,50.97,28.47970869,5,7,住,1,1,1,1,無,2020/3/25,3220000,120.680654,24.148726
西屯區,14.17,141.54,0.522940238,17,22,住,2,2,2,1,坡道平面,2018/11/10,12000000,120.610251,24.194333
北屯區,8.0,112.22,0.09856465199999999,19,28,商,2,2,1,1,坡道平面,2017/5/26,7600000,120.697477,24.171067999999998
北屯區,17.69,127.1,8.161700788,9,12,住,2,2,1,1,坡道平面,2020/2/18,6800000,120.72036100000001,24.161179
南屯區,26.66,139.57,0.413423958,4,7,住,2,2,1,1,坡道平面,2017/9/22,10500000,120.636054,24.133095
北屯區,34.07,187.38,1.037666756,2,10,住,3,2,2,1,坡道平面,2018/11/15,10000000,120.73243799999999,24.172179
西區,5.06,44.28,30.72205453,4,12,住,1,0,1,1,無,2020/4/25,2300000,120.65831100000001,24.152642999999998
南區,8.85,93.87,18.72454602,13,14,住,2,2,1,1,無,2019/1/25,4000000,120.65898899999999,24.125247
太平區,12.54,110.34,28.22234543,3,13,住,3,2,2,1,無,2019/12/27,5360000,120.717417,24.152535999999998
北區,3.68,29.74,25.26540586,10,16,住,1,1,1,1,無,2020/3/20,1000000,120.699026,24.153876999999998
西屯區,28.9,180.51,9.801707085,8,14,住,3,2,2,1,坡道平面,2017/4/13,8800000,120.66198100000001,24.176007000000002
南屯區,25.3,151.54,0.194391397,6,9,住,3,2,2,1,坡道平面,2018/7/26,11430000,120.62668400000001,24.141408
大雅區,25.0,89.14,35.21222202,4,5,住,3,1,1,0,無,2017/3/6,2700000,120.657298,24.226001
西屯區,14.77,101.82,0.39152070200000005,2,12,住,2,2,1,1,坡道平面,2018/6/21,11460000,120.62825500000001,24.159597
南區,15.36,139.06,19.65817231,12,14,住,3,2,2,1,坡道平面,2019/1/10,6000000,120.659452,24.109237
大里區,7.97,86.95,5.5880682010000005,10,15,商,2,2,1,1,無,2016/11/13,5120000,120.69199499999999,24.111132
西屯區,41.04,342.73,13.39110317,12,24,住,4,2,2,1,坡道平面,2019/4/24,35000000,120.64200000000001,24.161453
